id,name,chemicalFormula,chemicalKey,baseId,placeId,validSlots,imageUrl,imageKey,imageFile,spriteFile,rarity,rarityValue,coinCost,diamondCost,topicId,description,funFact,collections
lead_acid_battery__gas_station,Lead-Acid Accumulator,Lead (Pb),pb,pb,gas_station,"gas_station_car_1, gas_station_car_2",/chemcard/lead_acid_battery.jpeg,lead_acid_battery,lead_acid_battery.jpeg,lead_acid_battery.jpeg,epic,4,,72,04a|07a|07d|07c|10a|02d,"A lead-acid battery, commonly used in cars, works through a reversible **redox** reaction. It consists of lead dioxide (PbO₂) and sponge lead (Pb) electrodes in a sulfuric acid (H₂SO₄) electrolyte. When the battery discharges, both electrodes convert to lead sulfate (PbSO₄). The overall reaction is: Pb(s) + PbO₂(s) + 2H₂SO₄(aq) ⇌ 2PbSO₄(s) + 2H₂O(l). When the battery is charged, this reaction is reversed.","A lead-acid battery is a ""secondary cell,"" meaning it is rechargeable. All car batteries are of this type, and they can be recharged hundreds of times.",toxic|energy_generator
kerosene_fuel_can__gas_station,Fuel Can,Kerosene,kerosene,kerosene,gas_station,"gas_station_petrol_pump, gas_station_car_1, gas_station_car_2",/chemcard/kerosene_fuel_can.jpeg,kerosene_fuel_can,kerosene_fuel_can.jpeg,kerosene_fuel_can.jpeg,rare,3,,51,05a,"A fuel can containing kerosene, a flammable hydrocarbon liquid. Kerosene is a fuel used for heating, lighting (in lamps), and in some types of jet engines (Jet-A fuel). It undergoes **combustion** to release energy. The complete combustion of a typical kerosene component, dodecane (C₁₂H₂₆), is: 2C₁₂H₂₆(l) + 37O₂(g) → 24CO₂(g) + 26H₂O(g).","Kerosene was first distilled from crude oil in the 1850s by a Canadian geologist named Abraham Gesner. It became known as ""coal oil"" because it was originally produced from coal.",flammable|energy_generator
hg_streetLamp__gas_station,Street Lamp,Mercury (Hg),hg,hg,gas_station,gas_station_street_light,/chemcard/hg_streetLamp.jpeg,hg_streetLamp,hg_streetLamp.jpeg,hg_streetLamp.jpeg,legendary,5,,83,02d,"Mercury-vapor lamps produce light by passing an electric arc through vaporized mercury (Hg). The process involves exciting mercury atoms to higher energy levels. When they return to their ground state, they emit light, primarily in the ultraviolet (UV) range. This UV light then strikes a phosphor coating on the inside of the bulb, causing it to fluoresce and emit visible light. This is an example of **fluorescence**.","Mercury-vapor lamps were a major improvement over earlier street lighting, as they were more efficient and lasted longer than incandescent bulbs. They produce a characteristic blue-green light.",metals|toxic
h2so4_carBatteryAcid__gas_station,Lead-Acid Accumulator,Dilute Sulphuric Acid (dil. H₂SO₄),h2so4,h2so4,gas_station,"gas_station_car_1, gas_station_car_2",/chemcard/h2so4_carBatteryAcid.jpeg,h2so4_carBatteryAcid,h2so4_carBatteryAcid.jpeg,h2so4_carBatteryAcid.jpeg,epic,4,,91,04a|04b|04e|07a|07d|07c|02d,"Car battery acid is a solution of sulfuric acid (H₂SO₄), typically around 30-50% concentration. It serves as the electrolyte in a lead-acid battery. During discharge, the sulfuric acid is consumed, and its concentration decreases. It participates in the electrochemical reaction, providing sulfate ions to form lead sulfate on the electrodes. The key reaction involving the acid is: Pb(s) + HSO₄⁻(aq) → PbSO₄(s) + H⁺(aq) + 2e⁻.",Sulfuric acid is one of the most important industrial chemicals in the world. The amount of sulfuric acid produced by a country is often used as an indicator of its industrial strength.,acidic|corrosive|oxidizing|energy_generator
fe2o3nh2o_rust__gas_station,Rust,Iron(III) oxide hydrate (Fe₂O₃·nH₂O),fe2o3nh2o,fe2o3nh2o,gas_station,"gas_station_construction_site, gas_station_factory",/chemcard/fe2o3nh2o_rust.jpeg,fe2o3nh2o_rust,fe2o3nh2o_rust.jpeg,fe2o3nh2o_rust.jpeg,uncommon,2,,24,01a|04d|07a|07d|07c|03d|02d|12c,"Rust is the common name for the reddish-brown hydrated iron(III) oxide (Fe₂O₃·nH₂O) that forms on iron and steel. It is the result of an electrochemical **oxidation** process requiring oxygen, water, and an electrolyte (like salt). The overall chemical equation for rust formation is: 4Fe(s) + 3O₂(g) + 2H₂O(l) → 2Fe₂O₃·H₂O(s). Rust is not a protective layer; it flakes off, exposing fresh metal to further corrosion.","Rust expands, so it can cause iron and steel structures to crack and fail. This expansion is why old iron nails can leave rust stains and eventually crumble.",
fe_steelBeam__gas_station,Steel Beam,Iron (Fe),fe,fe,gas_station,gas_station_construction_site,/chemcard/fe_steelBeam.jpeg,fe_steelBeam,fe_steelBeam.jpeg,fe_steelBeam.jpeg,rare,3,,60,03d|02d|12c,"A steel beam is an alloy primarily of iron (Fe) and carbon. It is the backbone of modern construction, prized for its high tensile strength. However, it is susceptible to corrosion. The corrosion (rusting) reaction is the same as for pure iron: 4Fe(s) + 3O₂(g) + 2H₂O(l) → 2Fe₂O₃·H₂O(s). To prevent this, steel beams are often painted or coated with a protective layer.","The carbon in steel makes it much harder and stronger than pure iron. By varying the amount of carbon and other alloying elements, a vast range of different steels with different properties can be created.",metals
diesel_pump_nozzle__gas_station,Pump Nozzle,Diesel Oil,diesel,diesel,gas_station,gas_station_petrol_pump,/chemcard/diesel_pump_nozzle.jpeg,diesel_pump_nozzle,diesel_pump_nozzle.jpeg,diesel_pump_nozzle.jpeg,rare,3,,42,05a,"This nozzle dispenses diesel fuel, a less volatile mixture of hydrocarbons than petrol. Diesel engines ignite the fuel by compression, not by a spark. The combustion of diesel is more complex but can be represented by the complete combustion of a representative hydrocarbon, like hexadecane (C₁₆H₃₄): 2C₁₆H₃₄(l) + 49O₂(g) → 32CO₂(g) + 34H₂O(g). Diesel fuel also contains sulfur, which contributes to SO₂ emissions.","Diesel fuel has a higher energy density than petrol, meaning it contains more energy per liter, which contributes to the better fuel economy of diesel engines.",flammable|energy_generator
cu_wiring__gas_station,Electrical Wire,Copper (Cu),cu,cu,gas_station,"gas_station_street_light, gas_station_factory",/chemcard/cu_wiring.jpeg,cu_wiring,cu_wiring.jpeg,cu_wiring.jpeg,epic,4,,89,01a|04a|04d|03d|02d|12c,"Copper (Cu) wiring is used extensively in electrical applications due to its excellent electrical conductivity. It is relatively unreactive, but over time it can form a patina, a green layer of basic copper carbonate (Cu₂CO₃(OH)₂) when exposed to air and moisture. This reaction is: 2Cu(s) + H₂O(l) + CO₂(g) + O₂(g) → Cu₂CO₃(OH)₂(s). Unlike rust on iron, this patina protects the underlying copper from further corrosion.",Copper is the only metal other than gold that has a natural color other than gray or silver.,metals
coal__gas_station,Coal,Coal (C),coal,coal,gas_station,gas_station_factory,/chemcard/coal.jpeg,coal,coal.jpeg,coal.jpeg,rare,3,,45,01a|01c|05a,"Coal is a combustible black or brownish-black sedimentary rock composed primarily of carbon, along with various other elements like hydrogen, sulfur, oxygen, and nitrogen. It is formed from plant matter that was buried and compressed over millions of years. When burned, it undergoes **combustion**: C(s) + O₂(g) → CO₂(g). This reaction releases a large amount of energy, which is used to generate electricity.","Coal is the most carbon-intensive fossil fuel, meaning it produces more CO₂ per unit of energy than oil or natural gas.",flammable|energy_generator
co_exhaust__gas_station,Exhaust,Carbon monoxide (CO),co,co,gas_station,"gas_station_car_1, gas_station_car_2",/chemcard/co_exhaust.jpeg,co_exhaust,co_exhaust.jpeg,co_exhaust.jpeg,common,1,,12,01a,"Carbon monoxide (CO) is a colorless, odorless, and highly toxic gas produced by the **incomplete combustion** of carbon-containing fuels. In a car engine, it forms when there is insufficient oxygen to fully oxidize the fuel carbon to CO₂. For example, for octane: 2C₈H₁₈(l) + 17O₂(g) → 16CO(g) + 18H₂O(g). Its toxicity comes from its ability to bind to hemoglobin in the blood, preventing the transport of oxygen.","Because CO is odorless and colorless, it is often called the ""silent killer."" Carbon monoxide detectors are essential safety devices in homes with fuel-burning appliances.",toxic|flammable|energy_generator
pt_catalyticConverter__gas_station,Catalytic Converter,Platinum (Pt),pt,pt,gas_station,"gas_station_car_1, gas_station_car_2",/chemcard/pt_catalyticConverter.jpeg,pt_catalyticConverter,pt_catalyticConverter.jpeg,pt_catalyticConverter.jpeg,rare,3,,47,01a|07c|09a|09b|02b|02d|12c,"A catalytic converter uses platinum (Pt) group metals (platinum, palladium, rhodium) as catalysts to reduce the toxicity of exhaust gases. It facilitates two main **redox** reactions: oxidation of CO to CO₂, and reduction of NOₓ to N₂. For example, the oxidation of carbon monoxide on the platinum surface is: 2CO(g) + O₂(g) → 2CO₂(g). The catalyst speeds up this reaction without being consumed itself.","Platinum is so effective as a catalyst because it can adsorb gases onto its surface, bringing them into close proximity and weakening their chemical bonds, making them more likely to react.",metals|catalyst
caoh2_mortar__gas_station,Mortar,Calcium hydroxide (Ca(OH)₂),caoh2,caoh2,gas_station,gas_station_construction_site,/chemcard/caoh2_mortar.jpeg,caoh2_mortar,caoh2_mortar.jpeg,caoh2_mortar.jpeg,rare,3,,45,01a|01c|04a|04d,"Mortar is a workable paste used to bind building blocks like bricks and stones. A key component is slaked lime, calcium hydroxide (Ca(OH)₂). It hardens by reacting with carbon dioxide (CO₂) from the air in a process called **carbonation**. This reaction reforms calcium carbonate (limestone), creating a durable structure: Ca(OH)₂(aq) + CO₂(g) → CaCO₃(s) + H₂O(l). This is the reverse of the reaction that produces quicklime.","This carbonation process takes a long time, and old mortar can continue to harden for centuries as it slowly absorbs CO₂ from the atmosphere.",basic
cao_concreteMix__gas_station,Concrete Mix,Calcium oxide (CaO),cao,cao,gas_station,gas_station_construction_site,/chemcard/cao_concreteMix.jpeg,cao_concreteMix,cao_concreteMix.jpeg,cao_concreteMix.jpeg,rare,3,,54,04a|04e|08a,"Concrete mix contains cement, which is made from calcium oxide (CaO), or quicklime. When water is added to cement, a complex series of **hydration** reactions begins, forming a rigid, stone-like mass. The initial reaction of quicklime with water is: CaO(s) + H₂O(l) → Ca(OH)₂(aq) (ΔH = -65.2 kJ/mol). This is highly exothermic and produces calcium hydroxide, which then reacts with other components in the cement (like silicates and aluminates) to form the solid matrix.","The heat released when water is added to concrete mix is the same reaction used in self-heating food warmers, but on a much larger and more intense scale.",basic|energy_generator|enthalpy
caco3_limestone__gas_station,Limestone,Calcium carbonate (CaCO₃),caco3,caco3,gas_station,gas_station_construction_site,/chemcard/caco3_limestone.jpeg,caco3_limestone,caco3_limestone.jpeg,caco3_limestone.jpeg,rare,3,,52,01c|04a|04d|08a,"Limestone, composed primarily of calcium carbonate (CaCO₃), is a fundamental building material and a key raw material for making cement. When heated strongly (calcined) in a kiln, it undergoes a **thermal decomposition** reaction to produce quicklime (calcium oxide, CaO) and carbon dioxide. This endothermic reaction is: CaCO₃(s) → CaO(s) + CO₂(g) (ΔH > 0). This is the first step in the cement-making process.","Limestone is often formed from the accumulated shells and skeletons of marine organisms, which are made of calcium carbonate.",basic
bitumen_asphalt__gas_station,Asphalt,Bitumen,bitumen,bitumen,gas_station,gas_station_construction_site,/chemcard/bitumen_asphalt.jpeg,bitumen_asphalt,bitumen_asphalt.jpeg,bitumen_asphalt.jpeg,rare,3,,48,01a|01c|05a,"Asphalt is a mixture of bitumen (a sticky, black, and highly viscous liquid or semi-solid form of petroleum) and aggregate (like sand and gravel). It is used for paving roads. Bitumen's properties arise from its complex mixture of large hydrocarbon molecules. Its ability to bind aggregate is a physical process, but its production from crude oil involves distillation and sometimes **air blowing**, where it is reacted with air to improve its properties.","The word ""asphalt"" comes from the Greek ""asphaltos,"" meaning ""secure"" or ""stable,"" referring to its use as a binder. Natural deposits of asphalt, like the La Brea Tar Pits, have trapped and preserved animals for thousands of years.",flammable
bitumen_patch__gas_station,Patch,Bitumen,bitumen,bitumen,gas_station,gas_station_construction_site,/chemcard/bitumen_patch.jpeg,bitumen_patch,bitumen_patch.jpeg,bitumen_patch.jpeg,rare,3,,60,01a|07c|05a,"A bitumen patch is a smaller-scale application of asphalt or a similar bituminous material used for repairing roads or sealing cracks. The same principles apply as for asphalt: it's a mixture of heavy hydrocarbons from petroleum that acts as a waterproof and binding agent. It's applied hot or cold and hardens as it cools, a physical change, but the material can also age and become brittle due to **oxidation** from exposure to air and UV light.","Cold-patch asphalt, used for quick repairs, contains solvents that keep the bitumen liquid at ambient temperatures. When applied, the solvents evaporate, and the bitumen hardens.",flammable
ar_streetLamp__gas_station,Street Lamp,Argon (Ar),ar,ar,gas_station,gas_station_street_light,/chemcard/ar_streetLamp.jpeg,ar_streetLamp,ar_streetLamp.jpeg,ar_streetLamp.jpeg,rare,3,,57,01a|02d,"Some street lamps, particularly fluorescent or ""neon"" types, may contain argon (Ar) gas. When electricity is passed through the argon, it ionizes. Argon typically produces a faint blue or lavender glow. However, it is often used in combination with mercury vapor, where the argon helps to start the lamp. The mercury then produces UV light, which causes a phosphor coating to emit visible light.","Although it makes up nearly 1% of the air, argon was not discovered until 1894 by Lord Rayleigh and William Ramsay, who isolated it by removing all the other known gases from a sample of air.",
al_steelCable__gas_station,Steel Cable,Aluminium (Al),al,al,gas_station,"gas_station_construction_site, gas_station_factory",/chemcard/al_steelCable.jpeg,al_steelCable,al_steelCable.jpeg,al_steelCable.jpeg,rare,3,,47,07c|03d|02d|12c,"This steel cable is reinforced with aluminum (Al), or is perhaps an aluminum cable for power lines. Aluminum is lightweight, strong, and an excellent conductor of electricity. Its corrosion resistance comes from a thin, protective layer of aluminum oxide (Al₂O₃) formed through **passivation**: 4Al(s) + 3O₂(g) → 2Al₂O₃(s). This layer forms instantly and prevents further oxidation.","High-voltage power lines are often made of aluminum with a steel core for strength. Aluminum is preferred over copper for these long-distance lines because it is much lighter and cheaper, despite being a slightly poorer conductor.",metals
copper_pipe__gas_station,Pipe,Copper (Cu),cu,cu,gas_station,"gas_station_factory, gas_station_construction_site",/chemcard/copper_pipe.jpeg,copper_pipe,copper_pipe.jpeg,copper_pipe.jpeg,rare,3,,50,04a|04d|03d|02d|12c,"Copper (Cu) pipes are widely used in plumbing and for industrial applications due to their corrosion resistance and excellent thermal conductivity. Their durability is due to the formation of a protective patina, often a green layer of basic copper carbonate (Cu₂CO₃(OH)₂), which forms over time. The simplified formation reaction is: 2Cu(s) + O₂(g) + CO₂(g) + H₂O(l) → Cu₂CO₃(OH)₂(s).","Copper pipes have natural antimicrobial properties, which is one reason they are favored for plumbing in hospitals and for drinking water systems.",metals
zinc_carbon_battery__gas_station,Zinc-Carbon Cell,Chemical cell,zinccarbon,zinccarbon,lifestyle_boutique,lifestyle_boutique_power_essentials,/chemcard/zinc_carbon_battery.jpeg,zinc_carbon_battery,zinc_carbon_battery.jpeg,zinc_carbon_battery.jpeg,epic,4,,52,07a|07d|07c|02d|12c,"A zinc-carbon battery is a common, inexpensive primary (non-rechargeable) battery. It uses a zinc can as the anode and a carbon rod surrounded by a paste of manganese dioxide (MnO₂) and ammonium chloride (NH₄Cl) as the cathode. The overall **redox** reaction is complex, but the anode reaction is the oxidation of zinc: Zn(s) → Zn²⁺(aq) + 2e⁻. These batteries are also known as ""heavy duty"" or ""general purpose"" batteries.","The zinc-carbon battery was the first commercial dry cell battery, developed by Carl Gassner in 1886. It was an improvement on the ""wet"" Leclanché cell.",metals|energy_generator
nimh_battery__gas_station,Nickel-Metal Hydride Cell (NiMH),Chemical cell,nimh,nimh,lifestyle_boutique,lifestyle_boutique_power_essentials,/chemcard/nimh_battery.png,nimh_battery,nimh_battery.png,nimh_battery.png,epic,4,,63,07a|07d|02d|12c,"A nickel-metal hydride (NiMH) battery is a type of rechargeable (secondary) battery. The anode is a hydrogen-absorbing alloy (often containing rare earth metals like lanthanum), and the cathode is nickel oxyhydroxide (NiOOH). During discharge, hydrogen is released from the anode alloy and reacts with the cathode. The overall reaction can be represented as: MH (metal hydride) + NiOOH → M + Ni(OH)₂. This reaction is reversed during charging.","NiMH batteries were a significant improvement over the older nickel-cadmium (NiCd) batteries because they have a higher capacity and are less toxic, as they do not contain the heavy metal cadmium.",toxic|energy_generator
li_lithiumIonCell__gas_station,Lithium Ion Cell,Lithium-ion battery (Li-ion),liion,liion,lifestyle_boutique,lifestyle_boutique_power_essentials,/chemcard/li_lithiumIonCell.jpeg,li_lithiumIonCell,li_lithiumIonCell.jpeg,li_lithiumIonCell.jpeg,rare,3,,41,07a|07d|10a|02d,"A lithium-ion (Li-ion) cell is a rechargeable battery where lithium ions move between the anode and cathode. During discharge, lithium ions are deintercalated from the anode (typically graphite) and intercalated into the cathode (a lithium metal oxide, like LiCoO₂). The anode reaction is: LiC₆ → C₆ + Li⁺ + e⁻. The cathode reaction is: Li₁₋ₓCoO₂ + xLi⁺ + xe⁻ → LiCoO₂. This movement of ions is reversible, allowing the battery to be recharged hundreds of times.","The 2019 Nobel Prize in Chemistry was awarded to John B. Goodenough, M. Stanley Whittingham, and Akira Yoshino for their pioneering work in developing lithium-ion batteries.",energy_generator
alkaline_battery__gas_station,Alkaline Manganese Cell,Chemical cell,alkaline,alkaline,lifestyle_boutique,lifestyle_boutique_power_essentials,/chemcard/alkaline_battery.png,alkaline_battery,alkaline_battery.png,alkaline_battery.png,rare,3,,50,04a|07a|07d|07c|02d|12c,"An alkaline battery is a primary (non-rechargeable) battery that gets its name from its alkaline electrolyte of potassium hydroxide (KOH). The anode is zinc powder, and the cathode is manganese dioxide (MnO₂). The overall **redox** reaction is: Zn(s) + 2MnO₂(s) ⇌ ZnO(s) + Mn₂O₃(s). The alkaline electrolyte allows for higher energy density and longer shelf life compared to older zinc-carbon batteries.","Alkaline batteries last much longer in high-drain devices (like digital cameras) than in low-drain devices (like clocks), due to the kinetics of the chemical reactions involved.",basic|energy_generator
co2_fireExtinguisher__lab,Fire Extinguisher,Carbon dioxide (CO₂),co2,co2,lab,"lab_bench, lab_apparatus_1",/chemcard/co2_fireExtinguisher.jpeg,co2_fireExtinguisher,co2_fireExtinguisher.jpeg,co2_fireExtinguisher.jpeg,rare,3,,52,01a|08a|06c,"A CO₂ fire extinguisher contains pressurized carbon dioxide. It works by displacing oxygen around the fire and cooling the fuel. When discharged, the liquid CO₂ expands rapidly and turns into a gas in an endothermic process, forming ""dry ice"" snow. This is a physical change (CO₂(l) → CO₂(g)). CO₂ extinguishers are ideal for electrical fires and flammable liquid fires because they leave no residue.","CO₂ fire extinguishers are often identifiable by their lack of a pressure gauge. Instead, they are weighed periodically to ensure they haven't lost their contents.",greenhouse_gas
ar_gasCylinder__lab,Gas Cylinder,Argon (Ar),ar,ar,lab,lab_gas_tank,/chemcard/ar_gasCylinder.jpeg,ar_gasCylinder,ar_gasCylinder.jpeg,ar_gasCylinder.jpeg,legendary,5,,87,01a|07c|02b|02a,"This gas cylinder contains argon (Ar), a noble gas used in labs as an inert atmosphere for air-sensitive reactions and for purging equipment. Its chemical inertness is due to its full valence electron shell, which means it does not readily form compounds. It provides an inert blanket to prevent unwanted **oxidation** reactions, such as: 2Mg(s) + O₂(g) → 2MgO(s). By replacing the air with argon, such reactions are prevented.",Argon is also used in welding as a shielding gas to protect the hot weld from reacting with oxygen and nitrogen in the air.,
mg_ribbonJar__lab,Magnesium Ribbon,Magnesium (Mg),mg,mg,lab,lab_metal_shelf,/chemcard/mg_ribbonJar.jpeg,mg_ribbonJar,mg_ribbonJar.jpeg,mg_ribbonJar.jpeg,rare,3,,46,01a|07c|02d,"This jar contains magnesium (Mg) ribbon, a highly reactive metal used in classic chemistry demonstrations. When ignited, it burns with an intensely bright white light in a vigorous **combustion** reaction with oxygen: 2Mg(s) + O₂(g) → 2MgO(s). This reaction is also a **redox** reaction, where magnesium is oxidized. The brilliant light was historically used in flash photography.","Magnesium ribbon can also burn in carbon dioxide, a property that makes it difficult to extinguish: 2Mg(s) + CO₂(g) → 2MgO(s) + C(s).",metals
au_goldNuggetJar__lab,Gold Nugget,Gold (Au),au,au,lab,lab_metal_shelf,/chemcard/au_goldNuggetJar.jpeg,au_goldNuggetJar,au_goldNuggetJar.jpeg,au_goldNuggetJar.jpeg,legendary,5,,128,01a|04a|07c|03d|02d,"This jar contains gold (Au) nuggets or samples. Gold is a ""noble metal,"" meaning it is highly resistant to corrosion and oxidation. Its lack of reactivity is why it is found in its native, metallic state in nature. It does not tarnish in air, and is resistant to most acids. It can, however, be dissolved in a mixture of nitric acid and hydrochloric acid (aqua regia) via a complex **redox** reaction: Au(s) + 4HCl(aq) + HNO₃(aq) → HAuCl₄(aq) + NO(g) + 2H₂O(l).",Gold is so malleable that a single gram can be hammered into a sheet of one square meter.,metals
pt_platinumCatalystJar__lab,Platinum,Platinum (Pt),pt,pt,lab,lab_metal_shelf,/chemcard/pt_platinumCatalystJar.jpeg,pt_platinumCatalystJar,pt_platinumCatalystJar.jpeg,pt_platinumCatalystJar.jpeg,epic,4,,85,09a|09b|02d|12c,"This jar contains platinum (Pt), often in a finely divided form like platinum black or on a support, used as a catalyst. Platinum's ability to catalyze reactions, such as the **hydrogenation** of alkenes, comes from its ability to adsorb hydrogen and organic molecules onto its surface. For example, in the hydrogenation of ethene: C₂H₄(g) + H₂(g) → C₂H₆(g). The platinum surface weakens the bonds in H₂ and C₂H₄, allowing them to react.","Platinum is also a key component in the catalytic converters of cars, where it helps oxidize harmful CO and unburned hydrocarbons into CO₂ and water.",metals
ag_silverWireJar__lab,Silver Wire,Silver (Ag),ag,ag,lab,lab_metal_shelf,/chemcard/ag_silverWireJar.jpeg,ag_silverWireJar,ag_silverWireJar.jpeg,ag_silverWireJar.jpeg,rare,3,,50,01a|07c|02d,"This jar contains silver (Ag) wire. Silver is a relatively noble metal, but it tarnishes in air due to reaction with trace amounts of hydrogen sulfide (H₂S), forming a black layer of silver sulfide (Ag₂S). This **redox** reaction is: 4Ag(s) + 2H₂S(g) + O₂(g) → 2Ag₂S(s) + 2H₂O(l). This is why silver jewelry and utensils need regular polishing.",Silver has the highest electrical and thermal conductivity of any metal.,metals
cu_copperWireJar__lab,Copper Wire,Copper (Cu),cu,cu,lab,lab_metal_shelf,/chemcard/cu_copperWireJar.jpeg,cu_copperWireJar,cu_copperWireJar.jpeg,cu_copperWireJar.jpeg,rare,3,,46,01a|01c|04a|04d|03d|02d|12c,"This jar contains copper (Cu) wire, a common material for demonstrating electrical conductivity and chemical reactions. Copper slowly tarnishes in air, forming a brown-black layer of copper(II) oxide: 2Cu(s) + O₂(g) → 2CuO(s). Over longer periods, especially in polluted air, it can form the characteristic green patina of basic copper carbonate.","Copper is an essential trace element for most living organisms, but in high concentrations, it is toxic.",metals
zn_zincPelletsJar__lab,Zinc Pellets,Zinc (Zn),zn,zn,lab,lab_metal_shelf,/chemcard/zn_zincPelletsJar.jpeg,zn_zincPelletsJar,zn_zincPelletsJar.jpeg,zn_zincPelletsJar.jpeg,uncommon,2,,30,07c|03d|02d|12c,"This jar contains zinc (Zn) pellets, which are often used in **single displacement** reactions. For example, when placed in a solution of copper(II) sulfate, the more reactive zinc will displace the less reactive copper: Zn(s) + CuSO₄(aq) → ZnSO₄(aq) + Cu(s). This is a classic **redox** reaction where zinc is oxidized (Zn → Zn²⁺ + 2e⁻) and copper is reduced (Cu²⁺ + 2e⁻ → Cu).",Zinc is also used in galvanization (coating iron to prevent rust) because it is more reactive than iron and will corrode sacrificially.,metals
al_aluminiumRollJar__lab,Aluminium Roll,Aluminium (Al),al,al,lab,lab_metal_shelf,/chemcard/al_aluminiumRollJar.jpeg,al_aluminiumRollJar,al_aluminiumRollJar.jpeg,al_aluminiumRollJar.jpeg,uncommon,2,,27,01a|08a|02d|12c,"This jar contains aluminum (Al) in a rolled form. It is a reactive metal that is protected by a thin, tough layer of aluminum oxide (Al₂O₃) formed through **passivation**: 4Al(s) + 3O₂(g) → 2Al₂O₃(s). This layer is why aluminum doesn't appear to react with water or air under normal conditions, despite being quite reactive thermodynamically.","Aluminum can be used in the thermite reaction, where it reduces the oxide of another metal, typically iron(III) oxide, in a highly exothermic reaction: 2Al(s) + Fe₂O₃(s) → 2Fe(l) + Al₂O₃(s).",metals
ca_calciumRockJar__lab,Calcium Rock,Calcium (Ca),ca,ca,lab,lab_metal_shelf,/chemcard/ca_calciumRockJar.jpeg,ca_calciumRockJar,ca_calciumRockJar.jpeg,ca_calciumRockJar.jpeg,uncommon,2,,26,01c|04a|07c|02b|02d,"This jar contains calcium (Ca) in the form of small rocks or turnings. Calcium is an alkaline earth metal and is quite reactive. It will react readily with water, though less vigorously than its group neighbor, potassium. The reaction with water produces calcium hydroxide and hydrogen gas: Ca(s) + 2H₂O(l) → Ca(OH)₂(aq) + H₂(g). This is a **single displacement** and **redox** reaction.","Calcium is the fifth most abundant element in the Earth's crust and is essential for life, being a major component of bones and teeth as hydroxyapatite.",basic|metals
potassium_icon__lab,Firework (Lilac),Potassium (K),k,k,gas_station,gas_station_firework,/chemcard/potassium_icon.png,potassium_icon,potassium_icon.png,potassium_icon.png,uncommon,2,,30,01a|04a|08a|02b|02d,"This is an icon or sample of potassium (K), a highly reactive alkali metal. It is so reactive that it must be stored under oil to prevent it from reacting with moisture in the air. Its reaction with water is famously vigorous, producing potassium hydroxide and hydrogen gas, which often ignites due to the heat of the reaction: 2K(s) + 2H₂O(l) → 2KOH(aq) + H₂(g) (ΔH strongly negative).","When potassium burns in air, it produces a mixture of potassium oxide, peroxide, and superoxide, which is why it's more dangerous to handle than sodium.",metals|corrosive|flammable
o2_gasCylinder__lab,Gas Cylinder,Oxygen (O₂),o2,o2,lab,lab_gas_tank,/chemcard/o2_gasCylinder.png,o2_gasCylinder,o2_gasCylinder.png,o2_gasCylinder.png,legendary,5,,99,01a|07c,"This cylinder contains oxygen (O₂) gas, which is essential for **combustion** and respiration. In the lab, it is used to support combustion and in various oxidation reactions. For example, a glowing splint will relight in pure oxygen. The role of oxygen in combustion can be seen in the burning of magnesium: 2Mg(s) + O₂(g) → 2MgO(s).","Liquid oxygen, which is a pale blue color, is highly paramagnetic, meaning it is attracted to a magnetic field.",oxidizing
formalin_solution__lab,Preservative,Methanal solution (HCHO(aq)),hcho,hcho,lab,"lab_hazardous_chemical_shelf, lab_chemical_shelf",/chemcard/formalin_solution.png,formalin_solution,formalin_solution.png,formalin_solution.png,uncommon,2,,22,05d|02b,"Formalin is a solution of formaldehyde (HCHO) gas dissolved in water, typically around 37%. It is used as a fixative and preservative for biological specimens. It works by cross-linking proteins, a reaction that involves formaldehyde reacting with amine groups (-NH₂) in proteins to form a methylene bridge (-CH₂-). This process, known as **fixation**, essentially embalms the tissue. The reaction with a protein's amine group (R-NH₂) can be simplified as: R-NH₂ + HCHO + H₂N-R' → R-NH-CH₂-NH-R' + H₂O.","Formaldehyde is also a precursor to many other chemicals and materials, including the polymer Bakelite, one of the first synthetic plastics.",
iodine_jar__lab,Iodine Jar,Iodine (I₂),i2,i2,lab,"lab_hazardous_chemical_shelf, lab_chemical_shelf",/chemcard/iodine_jar.png,iodine_jar,iodine_jar.png,iodine_jar.png,uncommon,2,,24,,"This jar contains iodine (I₂), which appears as dark purple, crystalline solid. It has a remarkable property called **sublimation**; when heated gently, it turns directly from a solid into a beautiful purple vapor without passing through a liquid phase: I₂(s) → I₂(g). It is used as a test for starch, forming a deep blue complex.","Iodine is the heaviest essential element used by life. A deficiency in iodine can cause goiter, an enlargement of the thyroid gland.",
bromine_jar__lab,Bromine Jar,Bromine (Br₂),br2,br2,lab,"lab_hazardous_chemical_shelf, lab_chemical_shelf",/chemcard/bromine_jar.png,bromine_jar,bromine_jar.png,bromine_jar.png,uncommon,2,,22,02d,"This jar contains bromine (Br₂), one of only two elements that is liquid at room temperature (the other being mercury). It is a fuming, reddish-brown, highly corrosive liquid with a strong, irritating odor. Its reactivity is shown in reactions with alkenes, such as in the test for unsaturation, where it adds across a double bond: C₂H₄(g) + Br₂(l) → C₂H₄Br₂(l) (1,2-dibromoethane). This **addition reaction** decolorizes the bromine.","The name ""bromine"" comes from the Greek word ""bromos,"" meaning ""stench,"" a fitting name for this foul-smelling element.",corrosive|toxic
